"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","SalePrice"
681,50,8012,6,5,1980,1980,923,923,2,5,1,1980,1,264,80,143000
682,55,4500,5,5,1932,2000,793,1520,3,6,0,1968,1,281,0,159434
683,NA,2887,6,5,1996,1997,1291,1291,2,6,1,1996,2,431,307,173000
684,90,11248,9,5,2002,2002,1626,1668,3,7,1,2002,3,702,257,285000
685,58,16770,7,5,1998,1998,1195,1839,4,7,0,1998,2,486,0,221000
686,NA,5062,7,5,1984,1984,1190,2090,3,6,1,1984,2,577,219,207500
687,84,10207,7,6,2007,2007,874,1761,3,7,0,2007,2,578,144,227875
688,NA,5105,7,5,2004,2004,551,1102,2,4,0,2004,2,480,0,148800
689,60,8089,8,6,2007,2007,1419,1419,2,7,1,2007,2,567,140,392000
690,61,7577,6,5,2005,2006,1362,1362,2,6,1,2005,2,460,192,194700
691,NA,4426,6,5,2004,2004,848,848,1,3,1,2004,2,420,149,141000
692,104,21535,10,6,1994,1995,2444,4316,4,10,2,1994,3,832,382,755000
693,42,26178,7,5,1989,1990,1210,2519,4,9,2,1989,2,628,320,335000
694,60,5400,5,6,1921,1968,1073,1073,2,4,0,1968,1,326,0,108480
695,51,6120,5,6,1936,1950,927,1539,3,5,0,1995,2,576,112,141500
696,54,13811,6,6,1987,1987,1112,1137,2,5,1,1987,2,551,125,176000
697,50,6000,5,7,1921,1950,616,616,2,4,0,1921,1,205,0,89000
698,57,6420,5,7,1952,1952,980,1148,2,6,0,1952,1,308,0,123500
699,65,8450,5,8,1965,2009,894,894,3,5,1,1973,1,336,416,138500
700,59,4282,7,5,2004,2004,1391,1391,2,5,0,2004,2,530,156,196000
701,85,14331,8,5,2002,2002,1800,1800,3,7,1,2002,3,765,270,312500
702,80,9600,7,5,1969,1969,1164,1164,3,6,0,1969,2,528,0,140000
703,82,12438,8,5,2006,2006,1234,2576,4,10,1,2006,3,666,324,361919
704,76,7630,5,9,1900,1996,360,1812,4,8,1,1999,2,672,344,140000
705,70,8400,7,5,2004,2005,1473,1484,3,7,0,2004,2,606,0,213000
706,70,5600,4,5,1930,1950,0,1092,3,7,0,NA,0,0,0,55000
707,NA,115149,7,5,1971,2002,1643,1824,2,5,2,1971,2,739,380,302000
708,48,6240,8,5,2006,2006,1324,1324,2,6,1,2006,2,550,192,254000
709,65,9018,7,5,2007,2007,728,1456,3,8,1,2007,2,400,100,179540
710,NA,7162,5,7,1966,1966,876,904,3,6,0,1966,1,408,0,109900
711,56,4130,3,6,1935,2003,270,729,2,5,0,NA,0,0,0,52000
712,66,8712,4,7,1900,1950,859,1178,2,7,0,1964,1,384,68,102776
713,40,4671,8,5,1988,1989,1228,1228,2,5,1,1988,2,472,168,189000
714,60,9873,4,5,1970,1970,960,960,3,6,0,1970,2,576,0,129000
715,NA,13517,6,8,1976,2005,725,1479,3,6,0,1976,2,475,0,130500
716,78,10140,6,5,1974,1974,1064,1350,3,7,1,1974,2,478,0,165000
717,60,10800,7,8,1890,1998,718,2554,3,8,0,1996,2,704,0,159500
718,80,10000,5,6,1973,2000,1176,1178,3,5,1,1973,2,439,224,157000
719,96,10542,7,5,1993,1994,1311,2418,3,9,1,1993,3,983,250,341000
720,69,9920,5,6,1969,1969,971,971,3,5,1,1969,1,300,0,128500
721,NA,6563,8,5,1985,1985,1742,1742,2,5,1,1985,2,564,114,275000
722,NA,4426,6,5,2004,2004,848,848,1,3,0,2004,2,420,160,143000
723,70,8120,4,7,1970,1970,864,864,3,5,0,1994,2,463,0,124500
724,60,8172,4,6,1954,1972,941,1470,4,7,0,1958,1,548,0,135000
725,86,13286,9,5,2007,2008,1698,1698,3,8,1,2007,3,768,327,320000
726,60,6960,4,6,1970,1970,864,864,3,5,0,1989,2,660,96,120500
727,NA,21695,6,9,1988,2007,880,1680,3,5,1,1988,2,540,292,222000
728,64,7314,7,5,2007,2007,1232,1232,2,6,0,2007,2,632,132,194500
729,85,11475,5,5,1958,1958,1584,1776,4,9,0,1968,3,888,0,110000
730,52,6240,4,5,1925,1950,780,1208,2,5,0,1962,2,539,0,103000
731,39,5389,8,5,1995,1996,1595,1616,2,5,1,1995,2,608,237,236500
732,73,9590,7,5,2003,2003,868,1146,3,6,1,2003,2,438,160,187500
733,75,11404,7,5,1998,1999,1153,2031,3,8,1,1998,2,541,192,222500
734,80,10000,5,6,1961,1983,864,1144,3,6,1,1961,1,264,165,131400
735,NA,8978,5,5,1968,1968,948,948,3,6,0,1968,1,300,147,108000
736,60,10800,7,7,1914,1970,880,1768,2,6,2,1914,2,320,0,163000
737,60,8544,3,4,1950,1950,0,1040,2,6,0,1949,2,400,0,93500
738,72,10463,8,5,2005,2005,893,1801,3,8,1,2005,3,800,0,239900
739,60,10800,5,5,1987,1988,1200,1200,3,5,0,NA,0,0,120,179000
740,65,9313,7,5,2004,2004,864,1728,3,7,0,2004,2,572,187,190000
741,60,9600,5,7,1910,2002,264,1432,2,7,0,1910,2,360,270,132000
742,65,6768,6,8,1961,1996,912,912,3,5,0,1962,1,288,168,142000
743,65,8450,7,5,2000,2001,1349,1349,3,6,0,2000,2,539,120,179000
744,70,12886,5,6,1963,1999,520,1464,3,6,1,1997,2,480,302,175000
745,41,5395,8,5,1993,1993,1337,1337,2,5,1,1993,2,462,96,180000
746,NA,8963,8,9,1976,1996,1142,2715,4,11,2,1994,2,831,0,299800
747,NA,8795,7,5,2000,2000,952,2256,4,8,1,2000,2,554,224,236000
748,65,11700,7,7,1880,2003,1240,2640,4,8,1,1950,4,864,181,265979
749,59,10593,7,5,1996,1996,1720,1720,3,7,1,1996,2,527,240,260400
750,50,8405,4,3,1945,1950,0,1529,4,9,0,1945,1,240,92,98000
751,55,8800,4,7,1910,2004,576,1140,3,7,0,NA,0,0,0,96500
752,NA,7750,7,5,2003,2003,660,1320,3,6,0,2003,2,400,0,162000
753,79,9236,6,5,1997,1997,1479,1494,3,6,0,1997,2,576,168,217000
754,80,10240,8,5,2005,2005,1030,2098,3,8,1,2005,3,878,192,275500
755,61,7930,6,8,1969,2005,1026,1026,3,5,0,1969,2,440,171,156000
756,34,3230,6,5,1999,1999,729,1471,3,6,0,1999,2,440,0,172500
757,68,10769,8,5,2007,2007,866,1768,3,7,0,2007,2,578,144,212000
758,NA,11616,6,5,1978,1978,672,1386,3,6,1,1978,2,440,335,158900
759,24,2280,7,5,1999,1999,744,1501,3,6,0,1999,2,440,0,179400
760,65,12257,8,5,1995,1995,1318,2531,4,9,1,1995,3,752,222,290000
761,70,9100,6,6,1959,1959,864,864,2,5,0,2008,1,300,0,127500
762,60,6911,5,5,1924,1950,1145,1301,2,5,0,1965,2,440,0,100000
763,72,8640,7,5,2009,2009,756,1547,3,7,0,2009,2,614,169,215200
764,82,9430,8,5,1999,1999,1252,2365,3,8,1,1999,3,856,0,337000
765,30,9549,8,5,1995,1996,1494,1494,2,6,1,1995,2,481,0,270000
766,75,14587,9,5,2008,2008,1498,1506,2,6,1,2008,2,592,0,264132
767,80,10421,7,5,1988,1988,980,1714,3,7,1,1988,2,496,228,196500
768,75,12508,6,7,1940,1985,983,1750,4,7,0,1989,1,423,245,160000
769,70,9100,7,5,2004,2005,1860,1836,3,8,1,2004,2,484,120,216837
770,47,53504,8,5,2003,2003,1650,3279,4,12,1,2003,3,841,503,538000
771,NA,7252,5,5,1982,1982,858,858,2,5,0,1983,2,576,120,134900
772,67,8877,4,5,1951,1951,836,1220,2,6,0,1951,2,396,0,102000
773,94,7819,6,5,1976,1976,1029,1117,3,6,1,1976,2,672,144,107000
774,70,10150,5,5,1958,1958,912,912,2,5,0,1958,1,275,0,114500
775,110,14226,8,5,2006,2006,1935,1973,3,9,1,2006,3,895,315,395000
776,32,4500,6,5,1998,1998,1204,1204,2,5,0,1998,2,412,0,162000
777,86,11210,7,5,2005,2006,1614,1614,3,7,0,2005,3,865,144,221500
778,100,13350,5,5,1974,1974,864,894,3,5,1,1974,2,440,241,142500
779,60,8400,5,5,1977,1977,0,2020,4,10,2,1977,2,630,0,144000
780,78,10530,6,5,1977,1977,975,1004,2,4,0,1977,2,504,0,135000
781,63,7875,7,5,1995,1996,1237,1253,3,6,1,1995,2,402,220,176000
782,65,7153,6,5,1992,1992,761,1603,3,7,0,1992,2,484,0,175900
783,67,16285,7,5,2001,2002,1413,1430,3,6,0,2001,2,605,0,187100
784,NA,9101,5,6,1978,1978,1097,1110,1,4,1,1978,2,602,303,165500
785,35,6300,6,6,1914,2001,742,1484,3,9,1,NA,0,0,0,128000
786,NA,9790,6,5,1967,1967,1372,1342,3,7,1,1967,2,457,0,161500
787,60,10800,5,6,1915,1950,686,1652,4,7,0,1961,1,416,0,139000
788,76,10142,7,5,2004,2004,956,2084,4,8,0,2004,2,618,0,233000
789,50,6000,4,7,1954,2000,901,901,2,4,0,1954,1,281,0,107900
790,NA,12205,6,8,1966,2007,832,2087,5,9,0,1966,2,444,133,187500
791,43,3182,7,5,2005,2006,1145,1145,2,5,1,2005,2,397,100,160200
792,NA,11333,6,5,1976,1976,1029,1062,3,5,2,1976,2,539,120,146800
793,92,9920,7,5,1996,1997,1117,2013,3,8,1,1997,2,455,180,269790
794,76,9158,8,5,2007,2007,1496,1496,3,7,0,2007,2,474,168,225000
795,NA,10832,7,5,1994,1996,712,1895,3,7,1,1994,2,409,143,194500
796,70,8400,6,6,1980,1981,650,1564,3,7,1,1980,2,476,0,171000
797,71,8197,6,5,1977,1977,660,1285,3,7,1,1977,2,528,138,143500
798,57,7677,5,5,1953,1953,773,773,2,4,0,1953,1,240,0,110000
799,104,13518,9,5,2008,2009,1926,3140,4,11,2,2009,3,820,144,485000
800,60,7200,5,7,1937,1950,731,1768,3,7,2,1939,1,240,0,175000
801,79,12798,6,5,1997,1997,616,1688,4,8,0,1997,2,603,403,200000
802,40,4800,4,7,1916,1990,1196,1196,2,5,0,1957,2,440,0,109900
803,63,8199,7,5,2005,2005,728,1456,3,7,1,2005,2,410,36,189000
804,107,13891,9,5,2008,2009,1734,2822,4,12,1,2009,3,1020,52,582933
805,75,9000,5,5,1954,1954,936,1128,2,5,0,1954,1,286,0,118000
806,91,12274,7,5,2008,2008,1417,1428,3,6,0,2008,2,554,0,227680
807,75,9750,5,5,1967,1967,980,980,3,6,0,1967,1,384,68,135500
808,144,21384,5,6,1923,2004,1324,1576,3,6,1,1923,2,528,0,223500
809,85,13400,5,5,1966,1966,1024,1086,3,6,1,1966,2,484,0,159950
810,90,8100,5,5,1898,1965,849,2138,2,11,0,1910,2,360,40,106000
811,78,10140,6,6,1974,1999,1040,1309,3,5,1,1974,2,484,265,181000
812,NA,4438,6,5,2004,2004,848,848,1,4,1,2004,2,420,140,144500
813,66,8712,5,5,1952,1952,540,1044,2,4,0,1952,2,504,0,55993
814,75,9750,6,6,1958,1958,1442,1442,4,7,0,1958,1,301,0,157900
815,45,8248,5,7,1918,1950,686,1250,3,7,0,1955,1,280,207,116000
816,48,12137,7,5,1998,1998,1649,1661,3,6,0,1998,2,598,0,224900
817,NA,11425,5,6,1954,1954,1008,1008,2,4,1,1954,1,275,0,137000
818,NA,13265,8,5,2002,2002,1568,1689,3,7,2,2002,3,857,150,271000
819,80,8816,6,7,1971,1971,1010,1052,3,6,0,1971,2,440,0,155000
820,44,6371,7,5,2009,2010,1358,1358,2,6,1,2010,2,484,192,224000
821,72,7226,7,5,2003,2003,798,1640,3,6,0,2003,2,595,0,183000
822,60,6000,4,4,1953,1953,936,936,2,4,0,1974,2,576,0,93000
823,NA,12394,7,5,2003,2003,847,1733,3,7,1,2003,2,433,100,225000
824,60,9900,6,7,1940,1950,778,1489,3,7,1,1940,1,240,335,139500
825,81,11216,8,5,2006,2006,1489,1489,3,7,1,2006,2,776,0,232600
826,114,14803,10,5,2007,2008,2078,2084,2,7,1,2007,3,1220,188,385000
827,50,6130,5,6,1924,1950,784,784,2,5,0,NA,0,0,0,109500
828,65,8529,7,5,2001,2001,1454,1434,3,6,1,2001,2,527,290,189000
829,NA,28698,5,5,1967,1967,1013,2126,3,7,0,1967,2,538,486,185000
830,24,2544,7,5,2005,2005,600,1223,2,4,0,2005,2,480,0,147400
831,80,11900,6,5,1957,1957,1392,1392,3,6,2,1957,2,458,0,166000
832,30,3180,7,5,2005,2005,600,1200,2,4,0,2005,2,480,0,151000
833,44,9548,7,6,2003,2003,941,1829,3,7,1,2003,2,613,192,237000
834,100,10004,6,6,1964,1964,1516,1516,3,6,0,1964,2,472,0,167000
835,75,7875,5,6,1961,1961,1144,1144,3,6,0,1961,2,456,0,139950
836,60,9600,4,7,1950,1995,1067,1067,2,4,0,1996,2,436,290,128000
837,90,8100,5,6,1948,1973,1559,1559,2,5,0,1948,2,812,0,153500
838,21,1680,6,5,1973,1973,483,987,2,5,0,1973,1,264,0,100000
839,75,9525,5,6,1995,2006,1099,1099,3,6,0,1999,1,352,278,144000
840,70,11767,5,6,1946,1995,768,1200,3,6,0,1946,1,240,0,130500
841,NA,12155,6,8,1925,1950,672,1482,4,7,0,1934,1,400,0,140000
842,60,10440,5,8,1904,2002,650,1539,3,8,1,1983,2,686,70,157500
843,82,9020,6,7,1966,1966,1127,1165,3,6,0,1966,2,490,0,174900
844,80,8000,5,4,1961,1961,1800,1800,6,10,0,NA,0,0,0,141000
845,100,12665,5,8,1915,1950,876,1416,4,7,1,1949,3,720,418,153900
846,NA,16647,5,5,1975,1981,1390,1701,3,6,2,1975,2,611,0,171000
847,75,9317,7,5,1993,1993,740,1775,3,7,1,1993,2,425,234,213000
848,36,15523,5,6,1972,1972,864,864,3,5,1,1972,1,338,0,133500
849,75,45600,6,8,1908,1997,907,2358,5,10,1,1908,2,360,486,240000
850,80,9600,6,7,1976,1994,528,1855,3,7,1,1976,2,512,113,187000
851,36,4435,6,5,2003,2003,848,848,1,3,0,2003,2,420,140,131500
852,NA,3196,8,5,2003,2003,1273,1456,2,7,1,2003,2,400,143,215000
853,53,7128,7,5,1941,1950,918,1646,4,7,2,1941,1,240,0,164000
854,NA,12095,6,6,1964,1964,1127,1445,3,7,1,1964,2,645,180,158000
855,102,17920,5,4,1955,1974,1763,1779,3,6,1,1955,2,454,0,170000
856,NA,6897,5,8,1962,2010,1040,1040,3,6,0,1962,1,260,0,127000
857,NA,10970,6,6,1978,1978,940,1026,3,5,0,1981,2,576,0,147000
858,65,8125,6,5,1994,1995,702,1481,3,6,1,1994,2,343,0,174000
859,80,10400,7,5,1976,1976,1090,1370,3,6,1,1976,2,479,0,152000
860,NA,11029,6,7,1968,1984,1054,2654,4,9,1,1968,2,619,0,250000
861,55,7642,7,8,1918,1998,912,1426,3,7,1,1925,1,216,0,189950
862,75,11625,5,4,1965,1965,1039,1039,3,6,0,1965,2,504,0,131500
863,81,9672,6,5,1984,1985,1040,1097,3,6,0,1986,2,480,0,152000
864,70,7931,5,5,1959,1959,1148,1148,3,6,0,1959,1,672,0,132500
865,72,8640,7,5,2007,2008,1372,1372,3,6,0,2008,2,529,0,250580
866,NA,8750,5,6,1970,1970,1002,1002,3,5,0,1973,2,902,0,148500
867,67,10656,8,5,2006,2007,1638,1646,3,6,1,2007,3,870,192,248900
868,85,6970,4,5,1961,1961,1040,1120,3,5,0,1961,2,544,168,129000
869,NA,14762,5,6,1948,1950,0,2320,2,7,1,1979,2,672,120,169000
870,80,9938,7,5,1993,1994,1050,1949,3,8,1,1993,2,574,156,236000
871,60,6600,5,5,1962,1962,894,894,2,5,0,1962,1,308,0,109500
872,70,8750,6,5,1998,1998,804,1682,3,7,0,1998,2,523,0,200500
873,74,8892,5,7,1953,1996,105,910,3,5,0,1953,2,414,196,116000
874,60,12144,5,7,1949,1950,832,1268,3,6,1,1949,1,288,0,133000
875,52,5720,5,6,1941,1950,676,1131,3,5,0,1941,1,200,26,66500
876,75,9000,8,5,2007,2007,1184,2610,4,11,1,2007,2,550,208,303477
877,94,25286,4,5,1963,1963,1064,1040,3,5,0,1963,2,648,0,132250
878,74,8834,9,5,2004,2005,1462,2224,4,10,1,2004,3,738,184,350000
879,88,11782,5,7,1961,1995,1109,1155,3,6,0,1987,2,576,192,148000
880,NA,7000,5,8,1978,2005,864,864,3,6,0,1978,1,336,0,136500
881,60,7024,5,5,2005,2006,1090,1090,2,5,0,2005,2,450,0,157000
882,44,13758,7,5,1990,1991,1156,1717,3,7,1,1990,2,400,168,187500
883,NA,9636,6,5,1992,1993,808,1593,3,7,1,1993,2,389,342,178000
884,60,6204,4,5,1912,1950,795,2230,5,10,0,1997,1,440,0,118500
885,65,7150,5,5,1967,1967,892,892,3,5,0,1967,1,288,0,100000
886,50,5119,9,5,1999,2000,1698,1709,2,5,1,1999,2,506,97,328900
887,70,8393,5,5,1959,2005,1626,1712,4,8,0,2005,2,588,272,145000
888,59,16466,5,7,1955,1955,816,1393,3,8,0,1955,1,300,121,135500
889,95,15865,8,6,1970,1970,2217,2217,4,8,1,1970,2,621,81,268000
890,128,12160,6,4,1953,1953,1505,1505,2,6,1,1953,2,505,0,149500
891,60,8064,5,7,1949,2006,672,924,3,6,1,2003,2,576,0,122900
892,70,11184,6,5,1978,1978,918,1683,3,7,1,1978,2,440,243,172500
893,70,8414,6,8,1963,2003,1059,1068,3,6,0,1963,1,264,192,154500
894,NA,13284,5,5,1954,1954,1383,1383,3,6,1,1954,1,354,511,165000
895,64,7018,5,5,1979,1979,0,1535,4,8,0,1979,2,400,0,118858
896,71,7056,6,5,1963,1963,780,1796,4,8,1,1963,2,483,0,140000
897,50,8765,4,6,1936,1950,951,951,2,6,0,1936,1,327,0,106500
898,64,7018,5,5,1979,1979,0,2240,6,12,0,1979,2,528,154,142953
899,100,12919,9,5,2009,2010,2330,2364,2,11,2,2009,3,820,0,611657
900,65,6993,5,7,1961,1994,912,1236,3,6,1,1961,1,288,0,135000
901,NA,7340,4,6,1971,1971,858,858,2,4,0,1979,1,684,0,110000
902,64,8712,5,7,1957,2000,992,1306,2,5,0,1968,1,756,0,153000
903,63,7875,7,5,2003,2003,783,1509,3,8,1,2003,2,393,0,180000
904,50,14859,7,5,2006,2006,1670,1670,3,7,1,2006,3,690,144,240000
905,NA,6173,5,6,1967,1967,876,902,3,6,0,1967,1,288,0,125500
906,80,9920,5,5,1954,1954,1056,1063,3,6,0,1954,1,280,0,128000
907,116,13501,8,5,2006,2006,1623,1636,3,8,1,2006,3,865,0,255000
908,86,11500,7,7,1936,1987,1017,2057,3,6,1,1936,1,180,0,250000
909,NA,8885,5,5,1983,1983,864,902,2,5,0,1983,2,484,164,131000
910,149,12589,6,5,2005,2005,742,1484,3,8,1,2005,2,390,36,174000
911,80,11600,5,5,1960,1960,1105,2274,5,12,0,1960,2,480,0,154300
912,NA,9286,5,7,1977,1989,1268,1268,3,5,0,1978,1,252,173,143500
913,51,6120,5,7,1925,1950,768,1015,3,6,0,1925,1,450,0,88000
914,82,6270,5,6,1949,1950,1001,2002,4,8,0,1949,3,871,0,145000
915,30,3000,6,5,2009,2009,612,1224,2,4,0,2009,2,528,0,173733
916,21,2001,4,5,1970,1970,546,1092,3,6,0,1970,1,286,0,75000
917,50,9000,2,3,1949,1950,480,480,1,4,0,1958,1,308,0,35311
918,NA,17140,4,6,1956,1956,1134,1229,3,6,0,1956,1,284,0,135000
919,103,13125,7,5,1991,1991,1104,2127,4,8,1,1991,3,833,72,238000
920,87,11029,6,8,1958,2002,1184,1414,3,6,1,1990,2,601,0,176500
921,70,8462,6,5,1994,1994,928,1721,3,7,0,1994,2,471,300,201000
922,67,8777,5,7,1900,2003,1272,2200,4,9,0,NA,0,0,0,145900
923,65,10237,6,5,2005,2006,1316,1316,3,6,1,2005,2,397,100,169990
924,50,8012,6,5,1993,1994,1604,1617,2,5,1,1993,2,533,0,193000
925,79,10240,6,6,1980,1980,1686,1686,3,7,1,1980,2,612,384,207500
926,NA,15611,5,6,1977,1977,1126,1126,3,6,0,1977,2,540,180,175000
927,93,11999,8,5,2003,2004,1181,2374,4,10,1,2003,3,656,104,285000
928,NA,9900,7,5,1968,1968,832,1978,4,9,1,1968,2,486,0,176000
929,NA,11838,8,5,2001,2001,1753,1788,3,7,1,2001,2,522,202,236500
930,NA,13006,7,5,1997,1997,964,2236,4,8,1,1997,2,642,0,222000
931,73,8925,8,5,2007,2007,1466,1466,3,7,0,2007,3,610,100,201000
932,70,9100,5,6,1965,1965,925,925,2,5,0,1965,1,429,0,117500
933,84,11670,9,5,2006,2006,1905,1905,3,8,1,2006,3,788,0,320000
934,63,8487,7,5,2004,2004,1500,1500,3,6,0,2004,2,570,192,190000
935,313,27650,7,7,1960,2007,585,2069,4,9,1,1960,2,505,0,242000
936,52,5825,4,5,1926,1953,600,747,1,5,0,1953,2,528,0,79900
937,67,10083,7,5,2003,2003,1176,1200,2,5,0,2003,2,555,0,184900
938,75,9675,7,5,2005,2005,1113,1971,3,8,1,2005,2,689,0,253000
939,73,8760,7,5,2006,2006,1391,1962,3,7,0,2006,3,868,0,239799
940,NA,24090,7,7,1940,1950,1032,2403,4,10,2,1940,1,349,56,244400
941,55,12640,6,5,1976,1976,1728,1728,4,8,0,1976,2,574,40,150900
942,NA,8755,7,5,1999,1999,992,2060,3,8,1,1999,2,390,0,214000
943,42,7711,4,3,1977,1977,1440,1440,4,8,0,NA,0,0,321,150000
944,100,25000,5,4,1967,1967,1632,1632,4,8,0,1967,2,576,0,143000
945,NA,14375,6,6,1958,1958,819,1344,3,7,1,1958,2,525,0,137500
946,98,8820,5,6,1890,1996,1088,1869,2,7,0,1963,2,456,48,124900
947,70,8163,5,6,1959,1959,1144,1144,3,6,1,1959,1,796,86,143000
948,85,14536,8,5,2002,2003,1616,1629,3,9,1,2002,3,808,0,270000
949,65,14006,7,5,2002,2002,936,1776,3,7,1,2002,2,474,144,192500
950,78,9360,6,7,1972,2006,1161,1381,3,5,1,1972,2,676,0,197500
951,60,7200,5,8,1950,2002,864,864,3,5,0,1980,2,720,194,129000
952,60,7800,5,5,1965,1965,828,965,3,6,0,1979,1,300,421,119900
953,60,7200,5,8,1972,2003,768,768,2,5,0,1974,1,396,192,133900
954,NA,11075,5,4,1969,1969,784,1968,4,7,1,1969,2,530,305,172000
955,35,9400,6,5,1975,1975,945,980,4,4,0,NA,0,0,0,127500
956,82,7136,6,6,1946,1950,979,1958,4,8,0,1946,2,492,0,145000
957,24,1300,6,6,1980,1980,561,1229,2,5,1,1980,2,462,150,124000
958,70,7420,5,5,1962,1962,1057,1057,3,6,0,1977,2,576,0,132000
959,65,8450,7,5,2003,2003,1337,1337,3,6,0,2003,2,531,0,185000
960,24,2572,7,5,1999,1999,696,1416,3,6,0,1999,2,484,0,155000
961,50,7207,5,7,1958,2008,858,858,2,4,0,NA,0,0,117,116500
962,NA,12227,6,7,1977,1995,1330,2872,4,11,1,1977,2,619,550,272000
963,24,2308,6,6,1976,1976,804,1548,3,7,1,1976,2,440,48,155000
964,122,11923,9,5,2007,2007,1800,1800,2,7,0,2007,2,702,288,239000
965,80,11316,7,5,2002,2003,817,1894,4,8,1,2002,2,510,0,214900
966,65,10237,6,5,2005,2007,783,1484,3,8,1,2005,2,393,0,178900
967,130,9600,5,7,1940,1950,728,1308,2,7,2,1940,1,256,0,160000
968,NA,7390,5,7,1955,1955,1098,1098,3,6,0,1955,1,260,0,135000
969,50,5925,3,6,1910,1950,600,968,2,6,0,NA,0,0,0,37900
970,75,10382,6,5,1958,1958,588,1095,2,6,0,1958,1,264,0,140000
971,60,10800,4,4,1949,1950,720,1192,4,6,0,NA,0,0,0,135000
972,36,2268,7,5,2003,2004,764,1626,2,6,0,2003,2,474,0,173000
973,55,7892,6,5,1979,1979,918,918,2,5,1,1979,1,264,28,99500
974,95,11639,7,5,2007,2008,1428,1428,3,6,0,2007,2,480,0,182000
975,60,11414,7,8,1910,1993,728,2019,3,8,0,1997,2,532,509,167500
976,NA,2651,7,5,2000,2000,673,1382,3,6,0,2000,2,490,153,165000
977,51,5900,4,7,1923,1958,440,869,2,4,0,NA,0,0,0,85500
978,35,4274,7,5,2006,2007,1241,1241,1,4,0,2007,2,569,0,199900
979,68,9450,4,5,1954,1954,894,894,3,5,0,1999,2,400,0,110000
980,80,8816,5,6,1963,1963,1121,1121,3,5,0,1963,2,480,0,139000
981,NA,12122,7,9,1961,2007,944,999,3,6,0,1961,2,588,144,178400
982,98,12203,8,5,1998,1999,1225,2612,4,8,1,1998,3,676,250,336000
983,43,3182,7,5,2007,2007,1266,1266,2,6,1,2007,2,388,100,159895
984,NA,11250,8,5,2002,2002,1128,2290,4,9,1,2002,2,779,0,255900
985,75,10125,5,5,1977,1977,0,1734,4,8,0,1977,2,539,0,126000
986,68,10880,5,5,1950,1950,1164,1164,3,5,0,1950,1,240,0,125000
987,59,5310,6,8,1910,2003,485,1635,2,5,0,1950,1,255,394,117000
988,83,10159,9,5,2009,2010,1930,1940,3,8,1,2010,3,606,168,395192
989,NA,12046,6,6,1976,1976,848,2030,4,8,1,1976,2,551,0,195000
990,65,8125,7,5,2006,2006,770,1576,3,6,0,2006,2,614,0,197000
991,82,9452,8,5,1997,1998,1396,2392,3,7,1,1997,3,870,0,348000
992,121,17671,8,9,1882,1986,916,1742,4,8,1,1925,2,424,0,168000
993,80,9760,6,8,1964,1993,822,1851,3,7,1,1964,2,440,239,187000
994,68,8846,6,5,2005,2006,750,1500,3,6,0,2005,2,564,0,173900
995,96,12456,10,5,2006,2007,1700,1718,3,7,1,2008,3,786,216,337500
996,51,4712,4,7,1946,1950,747,1230,3,5,0,1946,1,305,0,121600
997,NA,10659,5,6,1961,1961,1050,1050,3,6,0,1961,1,368,0,136500
998,NA,11717,6,6,1970,1970,1442,1442,2,6,1,1970,2,615,371,185000
999,60,9786,3,4,1922,1950,1007,1077,3,6,1,1922,1,210,0,91000
1000,64,6762,7,5,2006,2006,1187,1208,2,6,0,2006,2,632,105,206000
1001,74,10206,3,3,1952,1952,0,944,2,4,0,1956,2,528,0,82000
1002,60,5400,5,6,1920,1950,691,691,2,4,0,1920,1,216,0,86000
1003,75,11957,8,5,2006,2006,1574,1574,3,7,1,2006,3,824,144,232000
1004,NA,11500,5,6,1976,1976,1680,1680,4,8,0,1976,2,528,0,136905
1005,43,3182,7,5,2005,2006,1346,1504,1,7,1,2005,2,457,156,181000
1006,65,8385,5,8,1977,1977,985,985,3,6,0,1977,1,328,210,149900
1007,NA,12155,6,3,1970,1970,1657,1657,3,7,1,1970,2,484,0,163500
1008,21,2217,4,4,1970,1970,546,1092,3,6,0,1970,1,286,238,88000
1009,43,12118,7,5,2004,2005,1710,1710,3,7,1,2004,2,550,100,240000
1010,60,6000,5,5,1926,1950,1008,1522,4,7,0,NA,0,0,0,102000
1011,115,21286,5,5,1948,1950,720,1271,4,7,1,1948,1,312,0,135000
1012,75,9825,5,5,1965,1965,0,1664,4,8,0,NA,0,0,0,100000
1013,55,10592,6,7,1923,1996,602,1502,3,7,2,1923,1,180,96,165000
1014,60,7200,5,4,1910,2006,1022,1022,2,4,0,1956,1,280,0,85000
1015,60,11664,6,5,1948,1950,1082,1082,2,5,1,1948,1,240,0,119200
1016,70,8400,8,6,2001,2001,810,1665,3,6,0,2001,2,528,0,227000
1017,73,11883,7,5,1996,1996,1504,1504,3,6,1,1996,2,478,115,203000
1018,NA,5814,8,5,1984,1984,1220,1360,1,4,1,1984,2,565,63,187500
1019,NA,10784,7,5,1991,1992,384,1472,3,7,1,1991,2,402,164,160000
1020,43,3013,7,5,2005,2005,1362,1506,2,6,1,2005,2,440,142,213490
1021,60,7024,4,5,2005,2005,1132,1132,2,5,0,2005,2,451,252,176000
